date,constant,rolling_20d,rolling_60d,ewma_0.94,garch,egarch,gjr
2023-10-06,0.47908325348542824,0.22069695705539535,0.2885517543394338,0.2512540068708192,0.40550583537420226,0.3663407367358661,0.3512292702932657
2023-10-07,0.4789022830793647,0.22908215048114805,0.2912886210338448,0.2549630077541509,0.42220551514242766,0.37069081127351033,0.35075564173951956
2023-10-08,0.47859034431009206,0.2287296822222138,0.28812898541224646,0.24721517880538765,0.3932890848276719,0.35067438422039,0.34613658882703896
2023-10-09,0.47827899390414635,0.22815186951801647,0.28786073625342146,0.23972993255633102,0.38315175147249775,0.33291780873009374,0.3420521206540279
2023-10-10,0.4780202005871983,0.2268896524666747,0.28878346908311997,0.23751820295089246,0.39549784048827163,0.34616264256659973,0.3447357468652927
2023-10-11,0.47772526930553294,0.228225260579214,0.28905125126663195,0.2318784284220515,0.38878445357157493,0.3431265678554429,0.342670799414069
2023-10-12,0.4775343046454932,0.2259527394576318,0.2913393089194588,0.23652220017570638,0.4162772517753168,0.37150272320219474,0.35325349626328967
2023-10-13,0.4772305657398236,0.22665140220771904,0.2913308259169663,0.2299357511117441,0.3930684245200284,0.3580559550762736,0.34904605482101286
2023-10-14,0.4769278616257231,0.22698479461681847,0.291303552819501,0.2234583349452136,0.3843336774352892,0.3438941933141694,0.3447937810520936
2023-10-15,0.4766196896666893,0.22196932854147094,0.29097362732561305,0.2166509154338278,0.37988238892784865,0.32691260607761147,0.34081598937568175
2023-10-16,0.47635609802820283,0.22471836740828663,0.29037311146407585,0.21443309831504428,0.39030871016368074,0.326566190292024,0.3387258848540443
2023-10-17,0.4769109246426745,0.28167170026736865,0.27063248696491937,0.28482399656093904,0.3937197195526001,0.37015285961250904,0.35521359109248796
2023-10-18,0.47660796891150065,0.2830690888599549,0.2660636890436827,0.27650896021944454,0.3830253774733164,0.3560238780346345,0.3497735313265172
2023-10-19,0.4763043856126664,0.2722782432856156,0.26623464509835065,0.26835206892302593,0.37329702139873305,0.34259342849021157,0.344732790809837
2023-10-20,0.47606525061883775,0.273953191297441,0.2673997787518798,0.265667806773977,0.369251475810378,0.3419517262706645,0.3419695870765917
2023-10-21,0.47614532181178953,0.2939736390461227,0.2750838123155073,0.28870288890018647,0.39033112379823304,0.36547603737444295,0.34985739408335487
2023-10-22,0.4758624462098337,0.2678961590791254,0.27505239166714096,0.2816022714212557,0.3810842399661466,0.3548126313684794,0.3451314912381151
2023-10-23,0.47556046576832584,0.2577165503445531,0.2737364422467586,0.27319973696203237,0.37136204670832684,0.3394566334372797,0.3402545885359675
2023-10-24,0.4788462437893127,0.4326113985931579,0.341750562906804,0.48049568203421095,0.5876721823159181,0.4629343953605015,0.44042840476269596
2023-10-25,0.47874425209066074,0.43569058464967003,0.3438281131716792,0.47560952308555887,0.57009818871842,0.4568709606916376,0.43205098706398976
2023-10-26,0.47854414934851375,0.4268363099763643,0.3446229893458739,0.4662495378722801,0.5489662850709717,0.4437883712366114,0.4218504823460407
2023-10-27,0.4782737490109206,0.4327257228320379,0.34597242464646555,0.4537260781553527,0.5260381854967229,0.4331517918159766,0.4130753463537153
2023-10-28,0.47798750263900147,0.4360170032041379,0.3467437434969901,0.44080041698279043,0.5040960564539219,0.41782587155644363,0.40347853773058057
2023-10-29,0.477693371033122,0.43440357529962403,0.32539113568746586,0.42786875484152775,0.483378216157745,0.396623788659454,0.3932216512439614
2023-10-30,0.47744807886657065,0.42591362890786527,0.32348019057294103,0.41798240888393234,0.4675189092909158,0.3875120436716139,0.3853552152977914
2023-10-31,0.4771462111427063,0.4229823243690841,0.3034029543399026,0.40526937992830125,0.4495316754735139,0.3651966306114711,0.37653019807194293
2023-11-01,0.4768519797092849,0.4081799151806115,0.30268896146532187,0.3933652575307439,0.43358521198914635,0.3509892655332496,0.3687388502600717
2023-11-02,0.4767140731427891,0.4039794254067036,0.30465459374767706,0.39102538058091013,0.43004221328634273,0.35917425941897896,0.36663145041035855
2023-11-03,0.47648034416684004,0.41510566708945096,0.30725891985426784,0.38304692402013335,0.42048342629519303,0.3708420351163763,0.36713837651237086
2023-11-04,0.47619206662676505,0.4181606729065033,0.3072345890273504,0.37208421831939886,0.4077461932758028,0.3617049012984009,0.36134117198324894
2023-11-05,0.4759257636788957,0.4182458672095899,0.3071049025772679,0.36286930160339176,0.39767547755361166,0.3540353976558578,0.35587065484803126
2023-11-06,0.4756270662905918,0.39726601251193877,0.3070959992200126,0.3518336697389079,0.38621371305479374,0.33611383720291,0.3498772844179967
2023-11-07,0.4753286462710903,0.39586473046573223,0.3059919666510863,0.3411179899227817,0.3788301450590531,0.3291352046025985,0.35251723434020005
2023-11-08,0.4750747234317147,0.39245024783377314,0.3040190288001474,0.33378423894569464,0.3736912124578327,0.3290348228741434,0.34994756314909636
2023-11-09,0.47478879909226224,0.3928346575263574,0.30378029301918175,0.32444828316783986,0.3666829160475638,0.3224242804993065,0.34695863982722525
2023-11-10,0.4747707913975618,0.38979066448828464,0.307110827618568,0.3343072586606392,0.38174235247629834,0.3445228517056435,0.35008573261802295
2023-11-11,0.47456757380678666,0.390179613835633,0.30054545774661323,0.33073291072752925,0.38010900479688403,0.3485076781354676,0.34885185672591434
2023-11-12,0.4742794765683965,0.3931923838513364,0.2985448936806582,0.321181058602277,0.372330731898473,0.3417318343795555,0.3466943988858263
2023-11-13,0.4739859762361372,0.19264976568940465,0.2984368212023901,0.31151938506660365,0.3649197901334438,0.3304573776456389,0.34406242112435925
2023-11-14,0.47376597424265193,0.19235149641000818,0.3011964563683807,0.30753713237418256,0.36485990832064374,0.34988305287931537,0.35014130151072387
2023-11-15,0.4737044890010447,0.21264134956364467,0.30818335176569783,0.315381376759637,0.37809234505088096,0.3948298063890235,0.3726660011492118
2023-11-16,0.47483760924140717,0.3074946230979751,0.332144185773429,0.39902064394523773,0.4717557400347363,0.4525229958998987,0.3956717857872732
2023-11-17,0.4752303204366408,0.3547779973512982,0.3483676150887308,0.42549763820391234,0.49840694847938494,0.5275863221523804,0.4527870317521003
2023-11-18,0.4749841531876097,0.35610650943360167,0.34859998634544886,0.41526406264950844,0.4801831301959675,0.49653403444863925,0.44068949104153654
2023-11-19,0.4746905630234239,0.35460866395333696,0.34794636350387614,0.40261513680851596,0.46094590378631606,0.457163234467462,0.4288444683565514
2023-11-20,0.47455237208304246,0.36033620706956376,0.34919488517841385,0.3995219403012293,0.45377873606320723,0.4491601315637288,0.4208416078366442
2023-11-21,0.4742613704489309,0.36038857924788104,0.34491604385874314,0.3874650112661156,0.43727544559377013,0.42056607661871015,0.41078266830519583
2023-11-22,0.4746176500050969,0.3922349999465904,0.3598931299575634,0.4133987629497658,0.46814292497723486,0.4992258999840452,0.4615840955599579
2023-11-23,0.47498838459885084,0.4179619205937448,0.3688932781253496,0.43763635905352555,0.49250812980753,0.511222716493826,0.4591427138263667
2023-11-24,0.4747016951324026,0.4173879137684485,0.3675391645862157,0.4245631211750673,0.47244898236162014,0.4766859420726163,0.44618262791395796
2023-11-25,0.47445256742372627,0.4177108544251651,0.3675813148429142,0.4140716502281499,0.4566103548559251,0.453666401888763,0.4345787882797954
2023-11-26,0.4741628739853282,0.4173825364501391,0.36717322022533494,0.40153483198385503,0.4397865232851774,0.42391654678074825,0.42327879366367893
2023-11-27,0.4738965539865615,0.41949825864248086,0.36841481673294846,0.3906718281235462,0.42658692256380537,0.41387737800285807,0.415355302876469
2023-11-28,0.4736191694613229,0.4197587312374706,0.36702797257619346,0.37948874588385684,0.4135975119103657,0.3982394068616614,0.4081578375142636
2023-11-29,0.4734061640327769,0.4220571910048231,0.3670109434046476,0.3728230487514466,0.40675624462690374,0.3919720385878614,0.40062471989944115
2023-11-30,0.4731175096524197,0.4109158940671226,0.3670828438450767,0.3614763329151717,0.3952311607812513,0.3693405914960268,0.39238850809117726
2023-12-01,0.4728345544062418,0.40743266403864326,0.36156840291278924,0.3507838638177445,0.38561454185560423,0.35773239971619136,0.38560440316520805
2023-12-02,0.4727608569484143,0.4162761427928473,0.36120157526433855,0.35467352335239644,0.3932909299903294,0.37112469156282357,0.3832012871910666
2023-12-03,0.4726049315815979,0.42065890644363846,0.36182941668265706,0.35286183286915673,0.3934253340458065,0.375359255172434,0.37938920768353585
2023-12-04,0.4723684785741297,0.416031851740014,0.36176955925168414,0.34566803968929316,0.38725187335625816,0.3695659538399038,0.3743221446894839
2023-12-05,0.4728835240304913,0.42811141622804455,0.3701789311371179,0.38758574277722335,0.43865577868882516,0.41274129344974964,0.38539153990490144
2023-12-06,0.4733937785335338,0.4029147933731244,0.37963500728785765,0.4231607788481047,0.4783467211674659,0.4475804402104277,0.39488305600821155
2023-12-07,0.47312780466635945,0.35587166863313496,0.38069121260628996,0.4113274319675845,0.4604774744650465,0.43139211210196426,0.38941478025160237
2023-12-08,0.47287902631709416,0.36281254368297894,0.38207422141635144,0.4008313052204413,0.44579765906628765,0.42463213752043066,0.3863350679223242
2023-12-09,0.4727201761423729,0.363372885538746,0.38057842041286705,0.39646847941784885,0.43873416589439684,0.4194636390703198,0.3821391399358336
2023-12-10,0.4724696657561755,0.3667919864935102,0.38113563383055005,0.38634291409192967,0.42634142338737324,0.41387214952259616,0.37957388109603485
2023-12-11,0.4721855462820403,0.36706123004548763,0.3772572420512434,0.3746038088091507,0.4125844108261452,0.3882101727753859,0.3734638026494799
2023-12-12,0.4729891863077379,0.39482311075621734,0.4002888673026577,0.4273612962106107,0.47994531808137664,0.5222548218101537,0.47532283615170834
2023-12-13,0.4727123040736286,0.3686756619869129,0.4002540983569191,0.41479880146981285,0.4607757530296441,0.4815320579496821,0.46024701707961196
2023-12-14,0.4728079583257244,0.38114398845420344,0.40376872287241644,0.4242594243816829,0.46903537484663516,0.48357844416100393,0.45306860365692636
2023-12-15,0.4725272055665748,0.3810725306876523,0.40385119580259615,0.41151207482598556,0.45073988619347516,0.44787788660437694,0.43991064489176235
2023-12-16,0.47245616207916263,0.39780317519727426,0.39988906140122316,0.4110493786238774,0.4500481978579359,0.47507332989189305,0.4482153555729741
2023-12-17,0.47218987504723353,0.39441753002910906,0.39930383197180713,0.39956512601870786,0.43470365785115256,0.4458182483994258,0.43574255511200966
2023-12-18,0.4720489258955324,0.4038535974536694,0.40281656091496926,0.3956867145710992,0.4310273461300685,0.4615474211344252,0.4379406216844287
2023-12-19,0.4720563339441119,0.41212963215885057,0.40551130892679704,0.4014699090770532,0.4369987345000801,0.4610046935664558,0.4308856757965525
2023-12-20,0.4717987967556517,0.41497640723102025,0.4028341373301989,0.3905694911663209,0.4245408352060223,0.4449591354790392,0.4228478524772868
2023-12-21,0.47185067152752513,0.42382028306352343,0.4064618444985279,0.3994336921749835,0.43472851969199394,0.45131898796260844,0.4189325795889225
2023-12-22,0.4715771407230534,0.4183742331932642,0.4063871133170594,0.387747012540407,0.420966678716183,0.4244161886829655,0.40978262184028985
2023-12-23,0.4712994562006413,0.415354060055452,0.35324674657586386,0.3761078515664048,0.4084114676701797,0.3997233569504767,0.4013957528526043
2023-12-24,0.4710324745607497,0.41646506356188007,0.3515326445270421,0.36536426666772215,0.3982640953199041,0.3886679913296175,0.3950620218563666
2023-12-25,0.47084397325896643,0.3865445519319725,0.35303351027437757,0.3600245642064282,0.395680015093395,0.40391912778597944,0.39721048942095377
2023-12-26,0.47062359700227724,0.34545365544874385,0.3523962429582393,0.3532041438554129,0.3900813493832547,0.3950495299033333,0.3910075593590953
2023-12-27,0.4705495728976537,0.3557494215103056,0.3567591486658962,0.35603341806982525,0.3977108161287213,0.4298555852946638,0.4048397081645841
2023-12-28,0.4704161782716147,0.36289723031687243,0.3585866293016215,0.3553454187002075,0.3983597546000305,0.4257773797361321,0.3994536158272452
2023-12-29,0.47025415182859326,0.3610945310017548,0.3611743923828955,0.3521584845238046,0.3977811745707995,0.4398123816309684,0.4035702626847973
2023-12-30,0.4700284303630474,0.36194727825547895,0.3625669222985234,0.34481640049221063,0.3921176685158488,0.43666209499464437,0.4009362861377424
2023-12-31,0.46975253811034096,0.3619620698626911,0.3625858678367466,0.33435408575862297,0.3827055757753773,0.4082036247572194,0.39334574684644996
2024-01-01,0.4694783849511471,0.2946288824394448,0.36049321678505286,0.3243221460585539,0.3744532203489365,0.38572652067641505,0.38649286013833095
2024-01-02,0.4698307583726649,0.3328744885170801,0.36864493455774916,0.3598590836147957,0.415458622323044,0.4179992592756194,0.3920297055831884
2024-01-03,0.46965209514347817,0.31680006175267766,0.3690932163456623,0.3557720533916654,0.4103243134611545,0.411484829946662,0.3870640113526559
2024-01-04,0.4700788750306252,0.362159546129324,0.38366513059541707,0.39022727450165506,0.45115635736443804,0.5004660799344244,0.4477621271935247
2024-01-05,0.4701000297706759,0.36498130490502934,0.3876297360459049,0.397173314765853,0.45517269329000676,0.4947405145152379,0.44082055661735386
2024-01-06,0.46982585798430937,0.36474545793934715,0.3876321326776833,0.3850768017892602,0.438901984707608,0.45579233022978227,0.42963432407796626
2024-01-07,0.4695577479159063,0.355324230566224,0.3876656568498569,0.3736582011690359,0.4248414480907107,0.43115077529570023,0.4200111738394238
2024-01-08,0.46928497144944387,0.34073354771559605,0.38777222168459546,0.3622979828861017,0.4118523500312028,0.4044537828085651,0.41073671447644966
2024-01-09,0.4704753261846596,0.4130624135933828,0.40696805388041485,0.4417568356976903,0.4992472370493581,0.4590796330863544,0.426578067915805
2024-01-10,0.4703041576085586,0.40792472628049276,0.4086137683395065,0.4337859089026368,0.4855317338183437,0.4648667611330538,0.42649862531203625
2024-01-11,0.4700633419962085,0.40875338632348424,0.408443633345825,0.4225774572329636,0.4680935330268062,0.44312983505685,0.417357129788056
2024-01-12,0.4698020519579197,0.40998190734427653,0.40872038960796053,0.4102738179555111,0.4514569875113381,0.42607931303009877,0.4096681373677919
2024-01-13,0.47132977292585454,0.49605769237587455,0.4387558714913102,0.49510885958704887,0.5510070131829546,0.5842075405812708,0.5485988671072635
2024-01-14,0.4710573553128368,0.4924537188714271,0.43450226374129336,0.4800268467405188,0.5253294009289549,0.5331550932720773,0.5290825059604704
2024-01-15,0.47097438379944273,0.49714426890905866,0.4181931346833051,0.47498963091539526,0.5143360467596425,0.5404668889799706,0.5255643832284934
2024-01-16,0.47078991575375223,0.4933456585889675,0.40734597419905977,0.46530812359331686,0.497216656407978,0.5127834801578836,0.5089252807355207
2024-01-17,0.47058613897043633,0.4901344056562315,0.407669019609005,0.4549502221333386,0.48073464348602074,0.4877981046719233,0.49335171369859177
2024-01-18,0.47034545031119296,0.48650606739701013,0.4084367517595425,0.4426522300450598,0.46420740034184016,0.4717257536885815,0.48072898377018836
2024-01-19,0.4704512458718779,0.500580141067471,0.41362139058151454,0.4498079424684039,0.47366675993025603,0.513071343888365,0.49743383035814265
2024-01-20,0.4702025107147215,0.501609310670815,0.4138457695584377,0.43739600479921625,0.4567715841788735,0.4815027144084517,0.482146058768492
2024-01-21,0.4699330354145854,0.5015314318447601,0.4023738297213021,0.42409406966925356,0.4403892045039321,0.4476286140144031,0.4678094016343267
2024-01-22,0.46966690610885875,0.4721844085725528,0.3927074008880815,0.4113264334882239,0.4260771010748703,0.4244368936310526,0.454982874113133
2024-01-23,0.4701450215470785,0.4929391212593163,0.4063031749753601,0.44208216347035456,0.4678671859350179,0.5100116419168645,0.5052372924223286
2024-01-24,0.46989747672584564,0.4706498393097797,0.40602679873475944,0.42990503743477804,0.45155641536380453,0.478876635899984,0.48932071386061393
2024-01-25,0.46963865230387203,0.4545051991458125,0.40613225758367344,0.41742032130112844,0.43623228974601036,0.45008435965519294,0.4745209306150709
2024-01-26,0.4693753107970689,0.4542666888934876,0.4057597564983239,0.40494265947331803,0.4225036755287857,0.4279190231872196,0.46127932429542956
2024-01-27,0.4697796588737539,0.49008691132061405,0.41612057324736285,0.4333128265127949,0.457191035828132,0.451267109829151,0.45885091258370714
2024-01-28,0.4695270669022479,0.4912011622985697,0.4153446441158099,0.42105725194447263,0.4416185813474743,0.42830741508587694,0.44663975950240825
2024-01-29,0.46926185277819715,0.4146412712655633,0.4154217416881689,0.408304609760731,0.4270391495767582,0.4063357056537234,0.43545538260856864
2024-01-30,0.4692602628739641,0.42966915355841684,0.41907673325445993,0.4124765216172309,0.4327709289419816,0.41596061588126787,0.4310742164340244
2024-01-31,0.46901411746699045,0.42700162210142406,0.41677406508810827,0.40104568384820843,0.4216520365107821,0.40835941767429607,0.42376538240743017
2024-02-01,0.4687728145335875,0.4273113141414705,0.4155761814211021,0.3902683212737458,0.411998345589701,0.4034516906950776,0.4174543605841361
2024-02-02,0.4685461004484719,0.3348312999992698,0.41545283516118525,0.38104965993583995,0.40389199854584495,0.39314494681959833,0.4100706758484319
2024-02-03,0.46828280438475994,0.3348991910038086,0.40299210946951414,0.36957497955511753,0.39419985170875826,0.3758807546837262,0.402738363878784
2024-02-04,0.4680255227530732,0.3223806571304995,0.3898092175565384,0.35874004389240327,0.38609336453472165,0.3674860341442599,0.3966852685861144
2024-02-05,0.4677909953824347,0.31922493706043803,0.38998645411431165,0.3497698511676262,0.3806584036302539,0.3698192859608508,0.3932110918056748
2024-02-06,0.4675281536998026,0.3144702443874454,0.3894204110401343,0.33918375734949285,0.37335998152393846,0.3548467348942867,0.38728086302981457
2024-02-07,0.46729340681762865,0.314568294328961,0.38772514366341015,0.3311355547436666,0.3687946002672104,0.34941361994001213,0.3823010613134971
2024-02-08,0.46727316140749325,0.30045445201889953,0.3915862404526564,0.33980282664098377,0.3807686040608441,0.36271377775158964,0.3813320733413246
2024-02-09,0.46715486160235026,0.3071542507779149,0.3940949249198597,0.340561091878967,0.383864221300286,0.3679356046517367,0.37881983406549424
2024-02-10,0.4673846680621651,0.3326407748442072,0.38293585314843315,0.3662234395555627,0.4112667990601053,0.39087519923446296,0.3824089117757227
2024-02-11,0.4671723271453143,0.3315923927754461,0.38353527041906577,0.3587779961802005,0.4040606617508833,0.38381342518265166,0.3782247962388029
2024-02-12,0.46694414173397863,0.2564057163063839,0.3780897574932659,0.3504399032540419,0.3965168203190455,0.37553730849045813,0.3741407158695048
2024-02-13,0.4670313815852303,0.27029900977783916,0.38380736254771414,0.3652349773400468,0.4120373645865625,0.39109389395474725,0.37584000909788956
2024-02-14,0.4667776819839247,0.2754731750536609,0.3795940052402049,0.35450651442699543,0.4020326477956186,0.38038881796728913,0.37209624874049374
2024-02-15,0.4670327556635942,0.2904463262026937,0.38774760428547367,0.3803687180677838,0.42810305103933644,0.40273330034818255,0.37690167446064077
2024-02-16,0.4667734270142611,0.2635000712017136,0.38441010094573497,0.36887663947178345,0.41594527718677893,0.3838351591723504,0.372389864084238
2024-02-17,0.4665179085513334,0.2642784651284509,0.3804713138540289,0.35802393355470996,0.40521255653019034,0.369361553924684,0.36833584585187173
2024-02-18,0.46628913609181016,0.2704238046261236,0.3806474247053301,0.3490904546156859,0.3976901152595759,0.37149921278152703,0.3675403394943162
2024-02-19,0.46605124197272085,0.26064002999574226,0.3759852003193909,0.3402185335459741,0.39001340075122276,0.36291764972175894,0.36421672212299805
2024-02-20,0.4658080751485525,0.2596506456635511,0.3765034543824589,0.33084745509892155,0.3784946278121136,0.3558491954526453,0.3578624149761026
2024-02-21,0.4655755796150248,0.25067288958325756,0.3767552652930117,0.3230090063954296,0.3725603733619643,0.3492167186856473,0.35492745061884845
2024-02-22,0.4653426288175628,0.2594561621126867,0.37706586448772933,0.31491811737141534,0.3677605619034299,0.3522252713733644,0.3546082580474936
2024-02-23,0.46512062130713316,0.26785382995512935,0.3758926205210015,0.30794265651897795,0.36443189963734046,0.35836846463091115,0.3554900227707335
2024-02-24,0.4649047358810117,0.273243149291924,0.376363037033417,0.3017036875155961,0.362001815222383,0.36542602870504365,0.35691258963471906
2024-02-25,0.4647250870032716,0.26609071179913135,0.3728515553519134,0.299500356140949,0.36196381631048047,0.36385552305177715,0.35511123800937466
2024-02-26,0.46447114778920257,0.26558558243967145,0.3709169381911311,0.2906335966985738,0.3561629284329941,0.3501681141087809,0.35198283299271393
2024-02-27,0.46506472106819163,0.30828904476626906,0.38228082743879693,0.35121216780088255,0.4155004968578969,0.38752374835835907,0.3665448269872308
2024-02-28,0.465449728467297,0.32771287232624835,0.39043386407541003,0.3864710966154462,0.44783235058380283,0.41238567847297936,0.37506628046465457
2024-02-29,0.4678272527243389,0.4380984280861747,0.4312744380510125,0.5259948330448542,0.586466867546983,0.48357476911783603,0.41962443722509757
2024-03-01,0.4677089989133553,0.4475376146676384,0.43495803527144444,0.516406298940342,0.5670459896726732,0.49180462375430367,0.4234051581197482
2024-03-02,0.4675657833620343,0.4481858625806337,0.42852895582834155,0.5068579331353792,0.5475737188691717,0.47583190543457965,0.4160186778933179
2024-03-03,0.467325738265391,0.45396857308044053,0.4285965559062015,0.4920823829721841,0.5247918254819285,0.4575760255197757,0.40879017793016664
2024-03-04,0.4671615317391831,0.4474040718387753,0.4149999697426591,0.48239105969933654,0.5081774166894651,0.44491042923895435,0.40234106605263276
2024-03-05,0.46883234821374403,0.5058223589421093,0.4398853817880994,0.5654663193213482,0.5945169583695687,0.49624439088635725,0.42989962102726453
2024-03-06,0.46989474686379507,0.5747456150548165,0.4650488090214948,0.6058034632554563,0.6340724556760581,0.6007163865125917,0.5276544785202621
2024-03-07,0.470003746682399,0.5803966901440255,0.46842293247292305,0.6039232419806871,0.620848331855111,0.5817162326727928,0.5153079672120643
2024-03-08,0.46978701972061354,0.5795368969132626,0.4682171857245293,0.5875021825281329,0.5928118597759865,0.5445980996437709,0.49910763028279803
2024-03-09,0.4696448922501359,0.5737204780590398,0.4512997478223259,0.575176420483605,0.5710726520808601,0.5206610380115668,0.48532873459469683
2024-03-10,0.4693911020442821,0.5749107187046059,0.44852038461455956,0.5577690593672178,0.5453234196765663,0.48481424172756266,0.47087362723085696
2024-03-11,0.46914977430827576,0.5702383297167689,0.44846039180592634,0.5415850179734047,0.5224333103928687,0.45848205553591337,0.45776458860319896
2024-03-12,0.46946134735012535,0.5795110746248471,0.4543602519356528,0.5534424259482384,0.5295418029137136,0.48908634571595255,0.49113091879618687
2024-03-13,0.46923518388185903,0.5797364144366366,0.42126180574065203,0.5376996655325225,0.5038832960360258,0.4676370775685999,0.47268298334659137
2024-03-14,0.46911587111403474,0.5710029694051151,0.42171837244319105,0.5285546802225296,0.4892382174151647,0.4600670887640475,0.4595837069548416
2024-03-15,0.46902939007486744,0.5806831575599463,0.4212710834633977,0.5202532013468348,0.480406749429543,0.476188912326865,0.46036617342554026
2024-03-16,0.46901651169142994,0.6030275716071263,0.4277613681079723,0.5159488917852558,0.47907672915949917,0.5003621382289153,0.4688802192876556
2024-03-17,0.46979616581572387,0.6578159815709804,0.44927251797560225,0.5501866808649191,0.5395831952985531,0.5974459344134242,0.5521765718509393
2024-03-18,0.4701612513626703,0.6525447511682192,0.45514370108410473,0.5639744951480544,0.5545733841075703,0.5986971845300594,0.5483439252307971
2024-03-19,0.4699582415521511,0.6444876596196685,0.44840436026060343,0.5488854158122877,0.5276075859186793,0.5621764612873338,0.5252094890163337
2024-03-20,0.4717449172933324,0.6408558176607579,0.48648673075287185,0.6232587228093976,0.6420362822489583,0.7097832199873311,0.6728504631372784
2024-03-21,0.4741343945047776,0.7206542188807575,0.5199276805027083,0.7121717871702068,0.7531991972773088,0.7597194461825593,0.7168194425921312
2024-03-22,0.4742595085416125,0.733397500170561,0.5273358222157428,0.7042670539140764,0.7223013864505818,0.7367145472441262,0.699202720796397
2024-03-23,0.4742120284426282,0.7401877617384254,0.5187377015456054,0.6903421652330148,0.6854404534624332,0.6986235856099003,0.6712213492578194
2024-03-24,0.4739621995018946,0.7378639780694835,0.5188053873710733,0.6695346083865301,0.6400313623709152,0.6184605576643679,0.6302209826846324
2024-03-25,0.4743827466794608,0.6993834664327715,0.5255377290693989,0.6770883013981305,0.6414707190184283,0.6185222119642739,0.6175382316038983
2024-03-26,0.47457576857395833,0.666902252485206,0.5287228847033373,0.6751091914303926,0.6287494918511467,0.605478503752343,0.5984381273724807
2024-03-27,0.4743227878349872,0.657086295435247,0.5233163869477248,0.6545446336775839,0.5893498931752876,0.541192040782842,0.5649291548301316
2024-03-28,0.47409047953709693,0.6574010749118517,0.5244314852902496,0.6352937972999577,0.5559922268118463,0.5066412548069766,0.5370699739401299
2024-03-29,0.47392681874835557,0.656727008258115,0.5242987274737504,0.6201571941498211,0.5311206870984143,0.4859213455019036,0.5139752365852394
2024-03-30,0.47372210536625325,0.6587665669545231,0.5243050986113281,0.6030861459589946,0.5069276312967013,0.47191412769534263,0.4948325087343668
2024-03-31,0.4734760774302598,0.658656988951401,0.5238165978480243,0.5848758507549371,0.48218983199202214,0.44226030594860166,0.47355614834948767
2024-04-01,0.47337911569812385,0.6443653381891484,0.5235278531182033,0.5748396632884789,0.4725745904563288,0.4422383505186571,0.46144252202573244
2024-04-02,0.4732873608454237,0.6488812907464364,0.5275942334401582,0.5643788465359589,0.44120636943092895,0.45373212550982484,0.445006393609291
2024-04-03,0.4741148458583328,0.6768701147573726,0.5464664584269912,0.5964579994970536,0.5395263189334975,0.592130060570217,0.5651771269906638
2024-04-04,0.4738794026052977,0.6746626782343071,0.5458932098328254,0.5791566357264034,0.5023354606084884,0.5308617673200872,0.5288469383271764
2024-04-05,0.4740238235848265,0.68323604983922,0.5482320784954232,0.580941824263141,0.5110141040538312,0.5319695278045461,0.5172670972231881
2024-04-06,0.4738054750376622,0.648193684258829,0.5493530958392279,0.5645308936913869,0.481202345956004,0.49912292880177866,0.4915159997527489
2024-04-07,0.47361687617933285,0.6289376396809095,0.5495452910451565,0.5506854157273694,0.45932730003777034,0.4716894277947139,0.46865751611988954
2024-04-08,0.4733773556760724,0.6271808465768874,0.5479384886222047,0.5345579578892808,0.43591284798137553,0.4369899223999927,0.44654478538174125
2024-04-09,0.4734121898689122,0.5476399774480546,0.5495178961221008,0.5336515700924006,0.44922279755249334,0.451976036471026,0.4443929163414915
2024-04-10,0.47351910766995814,0.4553769570464746,0.5522397535720271,0.5347911764254012,0.46962145181762216,0.5068799313877421,0.4765781856673914
2024-04-11,0.4733834045636565,0.43847573119439565,0.5528388554484166,0.5248632411166415,0.4558437756794019,0.48597408788741514,0.4590922900275312
2024-04-12,0.47315463492995746,0.42621476026022104,0.5535824566979032,0.5097020584794776,0.43475964278580137,0.4582685740534583,0.44093741182521157
2024-04-13,0.473392432061168,0.4563823224192289,0.5590202453453181,0.5191226252113865,0.4740518680145121,0.5297762990425873,0.49154380460729225
2024-04-14,0.47386902368667355,0.4582445396455567,0.5702841065973241,0.5398594840202259,0.5272657739693534,0.6086013980575877,0.5572398684167184
2024-04-15,0.47385932105159856,0.4466442320670624,0.567499063843168,0.5362895564647158,0.51479178920331,0.5762731666309447,0.5330984232339846
2024-04-16,0.4739708009892099,0.4609642845057764,0.5733122284534888,0.5376432879290345,0.5197579100873778,0.5982132413682656,0.5455674398278708
2024-04-17,0.4737314661951173,0.46230096865998205,0.5733282479316593,0.5218004211781593,0.48526343464875604,0.5323773104935224,0.5117058665932012
2024-04-18,0.47393849374337815,0.47108630268167495,0.5796778167331067,0.5289652787072374,0.5076841598339503,0.5794393047105283,0.5405970410672085
2024-04-19,0.47404548207662284,0.4947411812771715,0.5835210225292438,0.5321183732883331,0.5113193589567538,0.5649575978726641,0.5250550693186682
2024-04-20,0.4738045001186769,0.4958947401174081,0.5831109133949592,0.5163053101253019,0.4780664952770591,0.5060455647369038,0.49408044221137104
2024-04-21,0.4736406752517596,0.49169418969053036,0.5836957460971846,0.5054603595216552,0.459190220792365,0.48074412440548914,0.4720105166356401
2024-04-22,0.47339586561029734,0.48676999205134963,0.5831951781954686,0.4900787860592726,0.4350253725361618,0.43847988547411043,0.4490179959987564
